,Sensor_ID,Neighbor_Type,k,MAE_15mins,RMSE_15mins,MAE_30mins,RMSE_30mins,MAE_60mins,RMSE_60mins
209,717495,GEO,1,5.420599715362898,10.079137802652092,7.42017193388085,12.829651718502493,10.97525923260925,16.539683970717608
210,717495,GEO,2,5.286885464432904,9.766043542154595,7.275957873709701,12.578807240291226,10.793231539743775,16.380519597263643
211,717495,GEO,3,5.245439450500818,9.748507685073633,7.231690174891353,12.597272210070239,10.743254436326364,16.406629458890365
212,716554,GEO,1,4.472911650275786,8.098664184874641,5.4624108119536485,9.88709298719262,6.956946758483167,12.004457177405065
213,716554,GEO,2,4.4498113276226485,8.075102097708365,5.44799402239654,9.864999133395743,7.005179409819096,11.99522639188461
214,716554,GEO,3,4.385026128108004,8.010839552823343,5.387947396451353,9.830997697681953,6.984497164063273,11.991047857364098
215,716554,GEO,4,4.407905739140133,7.994258693080456,5.430927068423994,9.806641931477165,7.0477699833155745,11.957530767062314
216,716554,GEO,5,4.406345700120389,7.994217217597422,5.4351172602757405,9.813958789911961,7.047507383540684,11.957666214990034
217,773953,GEO,1,4.358300064534502,8.85010127960848,5.865217786834605,11.432276614040152,8.114900390986998,14.309108728074257
218,773953,GEO,2,4.317391525523268,8.782285972661416,5.803437475370926,11.351202952564055,8.053241048124681,14.23726460821059
219,773953,GEO,3,4.302306014365444,8.772126270736495,5.771672868264485,11.324287210809214,7.9421316432686835,14.1782268751296
220,773953,GEO,4,4.308526310603778,8.77416886179296,5.772486856810238,11.323639781582218,7.937201848479774,14.159889760768726
221,773953,GEO,5,4.239243882403951,8.751012539022755,5.6948375875832395,11.269038492371726,7.865085356732012,14.056370484230722
222,767470,GEO,1,3.5002635380247566,8.913287131209021,4.6249718887835725,11.306553439473037,6.276194288851046,13.938226790579776
223,767470,GEO,2,3.5214707714971025,8.887468499754968,4.633785453127183,11.248339647248757,6.25812920394117,13.849543228435438
224,767470,GEO,3,3.506395154446763,8.87464378025569,4.622571031553201,11.24316716460949,6.263071501437071,13.853328793456901
225,767470,GEO,4,3.553278957625581,8.898425407950455,4.649331649898211,11.245580443463718,6.2678539443433765,13.856614509378042
226,767470,GEO,5,3.5862125420507236,8.909972559389292,4.68030221357433,11.263838307552897,6.2753724201535865,13.88216438344911
227,716955,GEO,1,4.827657610141293,9.680619897580229,6.423710845260122,11.443840128304547,9.076131849211901,13.87441173037054
228,716955,GEO,2,4.828881253405643,9.68935668069556,6.419505004883105,11.44397671649686,9.065955906565991,13.865470842632034
229,716955,GEO,3,5.309772415716718,9.740350940836617,6.979521771550581,11.518389493083216,9.596504164793924,13.959208070768426
230,716955,GEO,4,5.33818886055547,9.74133838515425,7.007613238533645,11.51739944284333,9.615487083662021,13.961123514922663
231,764949,GEO,1,3.471612759881799,7.882514879164962,4.785460413477057,10.197808434325513,6.922586107527926,12.853033493446423
